double_matchings,bits_recovered,bits,%
125.0,2004.0,5710.0,0.3509632224168126
121.0,2318.0,4926.0,0.4705643524157532
112.0,1886.0,4642.0,0.4062903920723826
123.0,2662.0,5376.0,0.49516369047619047
136.0,3526.0,8212.0,0.42937165124208476
133.0,3182.0,7170.0,0.44379358437935845
122.0,2382.0,4858.0,0.49032523672293127
115.0,2014.0,4698.0,0.4286930608769689
120.0,2128.0,4702.0,0.452573373032752
124.0,1846.0,5158.0,0.3578906552927491
138.0,2898.0,7690.0,0.37685305591677504
134.0,3328.0,7678.0,0.4334462099505079
127.0,2926.0,5670.0,0.5160493827160494
136.0,3688.0,7598.0,0.4853908923400895
112.0,1594.0,3414.0,0.46690099589923845
131.0,2962.0,6832.0,0.4335480093676815
128.0,2890.0,5712.0,0.5059523809523809
137.0,3128.0,7588.0,0.41222983658408013
127.0,2416.0,5554.0,0.43500180050414117
129.0,2070.0,5286.0,0.39160045402951194
127.0,2766.0,6594.0,0.4194722474977252
126.0,1894.0,4990.0,0.3795591182364729
128.0,2366.0,5662.0,0.4178735429176969
125.0,2278.0,4784.0,0.4761705685618729
137.0,2464.0,6880.0,0.3581395348837209
134.0,2698.0,5862.0,0.46025247355851245
